Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
William Adams,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.4,2.8,2.6,2.5,2.4
Alexander Spitz,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.4,2.7,2.5,2.4,2.3
Ralph M. Monaco,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.7,2.6
Daniil Manaenkov,Oct 11 2024,2024 Q4,CPI Inflation Rate,three,four,two point five,two point two,two,three point five,two point five,two point two,two,two
Lu Yu,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.7,2.6,3.4,2.8,2.5,2.3,2.2
Grant Collins,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.4,2.7,2.5,2.3,2.2
James Glassman,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.8,3.0,2.6,2.4,2.5,3.0,2.6,2.5,2.4,2.3
Allen Sinai,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.0,2.7,2.6,2.5,2.5
"Christine Chmura, Ph.D.",Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.5,2.8,2.5,2.3,2.2
"Sean M. Snaith, Ph.D.",Oct 11 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.2,2.6,2.5,2.3,2.2
Gabriel Ehrlich,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.1,2.9,2.8,3.7,3.0,2.6,2.5,2.4
Jason Prole,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.9,3.1,3.0,2.8,2.7,3.2,2.9,2.6,2.5,2.4
Brian Martin,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.5,2.4,3.4,2.6,2.5,2.4,2.3
Stephen Stanley,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.2,2.8,2.6,2.5,2.4
Lawrence Werther,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.8,2.6,2.5,2.5
Tani Fukui,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.9,3.0,2.8,2.7,2.6,3.0,2.7,2.5,2.4,2.3
Anthony Metz,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.6,2.7,2.5,2.4,2.3
Wayne Best,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.5,2.3,2.2,2.0
Susan M. Sterne,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.4,3.1,2.8,2.6,2.5,3.6,2.7,2.4,2.3,2.3
Jeffrey Baldwin,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.5,2.9,2.6,2.4,2.3
"Xiaobing Shuai, Ph.D.",Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.4,2.6,2.5,2.4,2.3
Michael Feroli,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.6,2.5,2.4,3.1,2.7,2.5,2.4,2.3
