Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Charles Steindel,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.1,3.0,2.9,3.6,3.2,3.0,2.8,2.7
Yaniv Konchitchki,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.6,3.5,2.8,2.6,2.5,2.5
Rajeev Dhawan,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.7,2.5,2.4
Michael Brown,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.8,2.5,2.4,2.6,2.7,3.1,2.5,2.4,2.3,2.3
Edward Sullivan,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.8,2.7,3.5,2.8,2.7,2.5,2.4
Doug Porter,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.6,2.5,2.5,3.1,2.7,2.5,2.4,2.3
Mark Zandi,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.4,2.5,3.2,2.6,2.5,2.4,2.3
Thomas Lam,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.3,3.1,2.9,2.8,2.7,3.5,2.9,2.6,2.5,2.5
William Adams,Oct 24 2024,2024 Q4,CPI Inflation Rate,4.2,3.9,3.7,3.5,3.3,4.0,3.6,3.1,2.8,2.6
Alexander Spitz,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.4,3.3,3.2,3.6,3.3,3.1,3.0,2.9
Ralph M. Monaco,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.2,2.1,3.1,2.3,2.2,2.1,2.0
Daniil Manaenkov,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,3.0,2.8,2.7,3.3,2.9,2.7,2.5,2.4
Lu Yu,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.7,2.5,3.5,2.8,2.6,2.4,2.3
Grant Collins,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.9,3.6,3.4,3.2,3.0,4.1,3.3,3.1,2.9,2.8
James Glassman,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.8,2.6,2.5,2.5
Allen Sinai,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.6,3.5,3.4,3.3,3.2,3.7,3.4,2.9,2.8,2.7
"Christine Chmura, Ph.D.",Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.5,2.7,2.5,2.3,2.2
"Sean M. Snaith, Ph.D.",Oct 24 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.4,2.3,2.8,2.4,2.3,2.2,2.2
Gabriel Ehrlich,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.5,2.9,2.6,2.4,2.3
Jason Prole,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.8,3.1,2.8,2.6,2.5
Brian Martin,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.5,3.0,2.6,2.5,2.5
Stephen Stanley,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.5,2.5,2.3,2.2,2.1
Lawrence Werther,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.5,3.0,2.8,2.5,2.4
Tani Fukui,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.4,3.0,2.7,2.6,2.5
Anthony Metz,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.8,2.6,2.5,2.4
Wayne Best,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.3,2.2,2.1,2.0,2.0,3.6,2.1,2.0,2.0,2.0
Susan M. Sterne,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.6,2.3,2.2
Jeffrey Baldwin,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.3,2.5,2.6,2.4,2.3,2.6,2.4,2.3,2.2,2.1
"Xiaobing Shuai, Ph.D.",Oct 24 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.5,3.0,2.8,2.6,2.5
Michael Feroli,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.7,3.8,3.1,2.9,2.7,2.5
