Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Philip Rothman,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.6,2.5,3.1,2.5,2.4,2.3,2.2
Jay Bryson,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.7,2.5,2.4
Shan Ahmed,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.8,3.6,3.5,3.4,3.3,3.7,3.5,3.2,3.0,2.8
Peter Bernstein,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.2,2.65,2.5,2.4,2.4
Jordan Vickers,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.9,2.7,3.4,2.9,2.5,2.4,2.3
Dan Roberts,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.9,2.7,2.5,2.6,2.4,3.3,2.5,2.3,2.2,2.1
Robert J. Barbera,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.5,2.6,2.8,2.4,2.3,2.3,2.2
Charles Steindel,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.4,2.8,2.5,2.4,2.3
Yaniv Konchitchki,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,2.9,2.7,2.5,2.3
Rajeev Dhawan,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.7,2.5,2.4
Michael Brown,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.2,3.1,3.0,4.0,3.2,2.8,2.5,2.5
Edward Sullivan,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.3,3.2,2.4,2.3,2.2,2.2
Doug Porter,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.8,2.6,2.5,3.6,2.7,2.5,2.3,2.2
Mark Zandi,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,2.9,2.8,2.7,3.3,2.8,2.5,2.3,2.2
Thomas Lam,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.4,2.9,2.7,2.5,2.4
William Adams,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.3,3.1,3.0,2.9,3.4,3.0,2.8,2.7,2.6
Alexander Spitz,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.6,2.5
Ralph M. Monaco,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.8,3.5,2.9,2.7,2.6,2.5
Daniil Manaenkov,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.7,2.5,2.4,2.3
Lu Yu,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.5,3.0,2.8,2.5,2.4
Grant Collins,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.7,2.6,2.5
James Glassman,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.6,3.4,3.2,3.1,3.0,3.7,3.2,3.0,2.8,2.7
Allen Sinai,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.5,2.9,2.6,2.5,2.5
"Christine Chmura, Ph.D.",Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.5,2.3,2.2
"Sean M. Snaith, Ph.D.",Oct 12 2024,2024 Q4,CPI Inflation Rate,2.6,2.4,2.3,2.3,2.2,3.1,2.4,2.3,2.2,2.2
Gabriel Ehrlich,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.0,2.7,2.6,2.5,2.4
Jason Prole,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.0,2.8,2.6,3.9,3.1,2.9,2.7,2.5
Brian Martin,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.5,2.4,3.2,2.5,2.3,2.2,2.1
Stephen Stanley,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.5,2.4,2.6,2.7,2.5,3.2,2.6,2.5,2.4,2.3
Lawrence Werther,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.7,2.6,3.4,2.8,2.5,2.3,2.2
Tani Fukui,Oct 12 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.2,2.6,2.5,2.4,2.3
Anthony Metz,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.6,2.5
Wayne Best,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.5,3.5,2.9,2.6,2.4,2.3
Susan M. Sterne,Oct 12 2024,2024 Q4,CPI Inflation Rate,4.2,3.8,3.6,3.5,3.4,3.9,3.6,3.3,3.0,2.8
Jeffrey Baldwin,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.4,3.0,2.7,2.5,2.3
"Xiaobing Shuai, Ph.D.",Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.5,2.4,3.2,2.6,2.4,2.3,2.3
Michael Feroli,Oct 12 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,3.0,2.9,2.8,3.4,3.0,2.7,2.5,2.4
