Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Yaniv Konchitchki,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.0,2.8,2.7,3.5,2.9,2.6,2.4,2.3
Rajeev Dhawan,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.5,3.4,3.3,3.2,3.1,3.6,3.2,3.0,2.8,2.7
Michael Brown,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.5,2.4,2.4
Edward Sullivan,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.4,3.3,3.2,3.9,3.4,3.0,2.8,2.6
Doug Porter,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.8,3.0,3.1,3.2,3.0,2.9,2.9,2.8
Mark Zandi,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.7,2.8,2.6,2.5,2.4
Thomas Lam,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.8,2.7,2.5,2.3,2.2
William Adams,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.8,2.5,2.4,2.3
Alexander Spitz,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.7,2.5,2.4
Ralph M. Monaco,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.8,2.7,2.6,3.6,2.7,2.6,2.5,2.4
Daniil Manaenkov,Oct 16 2024,2024 Q4,CPI Inflation Rate,4.2,3.8,3.5,3.3,3.2,3.9,3.4,3.0,2.8,2.6
Lu Yu,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.8,3.5,3.3,3.2,3.1,4.1,3.4,3.2,3.0,2.9
Grant Collins,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.7,2.5,2.4,2.3
James Glassman,Oct 16 2024,2024 Q4,CPI Inflation Rate,4.1,3.8,3.5,3.4,3.2,4.3,3.6,3.3,3.1,3.0
Allen Sinai,Oct 16 2024,2024 Q4,CPI Inflation Rate,4.2,3.8,3.5,3.2,3.0,4.0,3.4,3.0,2.8,2.6
"Christine Chmura, Ph.D.",Oct 16 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.8,2.7,2.4,2.3,2.3
"Sean M. Snaith, Ph.D.",Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,4.0,2.8,2.6,2.5,2.4
Gabriel Ehrlich,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.4,2.7,2.5,2.4,2.3
Jason Prole,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.6,2.7,2.9,3.1,2.7,2.5,2.5,2.4
Brian Martin,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.6,3.6,2.8,2.5,2.4,2.3
Stephen Stanley,Oct 16 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.1,2.5,2.4,2.3,2.3
Lawrence Werther,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.3,3.1,3.0,2.9,3.4,3.1,2.8,2.6,2.5
Tani Fukui,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.5,2.7,2.5,2.4,2.3
Anthony Metz,Oct 16 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.5,2.4,3.0,2.5,2.4,2.4,2.3
Wayne Best,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.0,2.8,2.5,2.3,2.2
Susan M. Sterne,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.2,2.8,2.6,2.5,2.4
Jeffrey Baldwin,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.4,2.9,2.6,2.5,2.4
"Xiaobing Shuai, Ph.D.",Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.4,3.0,2.7,2.5,2.4
Michael Feroli,Oct 16 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.2,3.0,2.7,2.5,2.3
