Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Jordan Vickers,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.2,2.7,2.5,2.3,2.2
Dan Roberts,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.7,2.5,2.4
Robert J. Barbera,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.7,2.6,2.5,2.4,3.8,2.6,2.4,2.2,2.1
Charles Steindel,Oct 17 2024,2024 Q4,CPI Inflation Rate,2.1,2.3,2.4,2.4,2.5,3.2,2.3,2.4,2.3,2.3
Yaniv Konchitchki,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.7,2.5,2.4
Rajeev Dhawan,Oct 17 2024,2024 Q4,CPI Inflation Rate,2.6,2.8,2.7,2.5,2.4,3.2,2.6,2.5,2.4,2.3
Michael Brown,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.8,2.6,2.5,2.5
Edward Sullivan,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.7,2.5,2.4
Doug Porter,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.8,2.7,2.6,2.5
Mark Zandi,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.6,3.5,2.8,2.5,2.4,2.3
Thomas Lam,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.5,3.4,3.2,3.1,3.0,3.6,3.2,2.8,2.5,2.3
William Adams,Oct 17 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.4,3.2,2.6,2.4,2.3,2.2
Alexander Spitz,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.5,2.3,3.8,2.6,2.4,2.3,2.2
Ralph M. Monaco,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.7,2.6,3.3,2.8,2.4,2.2,2.0
Daniil Manaenkov,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.2,2.8,2.5,2.3,2.3
Lu Yu,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.3,3.2,3.1,3.0,2.8,3.5,3.0,2.7,2.5,2.3
Grant Collins,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.6,2.4,2.3
James Glassman,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.1,2.8,2.6,2.5,2.4
Allen Sinai,Oct 17 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.5,2.4,2.4,3.2,2.5,2.4,2.3,2.2
"Christine Chmura, Ph.D.",Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.5,2.8,2.6,2.5,2.4
"Sean M. Snaith, Ph.D.",Oct 17 2024,2024 Q4,CPI Inflation Rate,3,2.9,2.8,2.7,2.6,3.2,2.8,2.5,2.4,2.3
Gabriel Ehrlich,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.5,2.4,2.3,3.5,2.7,2.4,2.2,2.0
Jason Prole,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.6,2.8,2.5,2.4,2.3
Brian Martin,Oct 17 2024,2024 Q4,CPI Inflation Rate,2.8,3.0,2.7,2.5,2.4,3.2,2.6,2.4,2.3,2.3
Stephen Stanley,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.7,2.4,2.3,2.1
Lawrence Werther,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.6,3.1,2.8,2.6,2.5
Tani Fukui,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.7,3.6,3.0,2.9,2.8,2.7
Anthony Metz,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.5,2.4,3.5,2.6,2.4,2.3,2.2
Wayne Best,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.5,2.8,2.6,2.5,2.5
Susan M. Sterne,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.6,3.4,3.2,3.1,3.0,3.8,3.3,3.0,2.9,2.8
Jeffrey Baldwin,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.1,3.0,2.9,3.7,3.2,2.8,2.5,2.3
"Xiaobing Shuai, Ph.D.",Oct 17 2024,2024 Q4,CPI Inflation Rate,2.4,2.6,2.8,2.5,2.3,2.6,2.5,2.4,2.3,2.3
Michael Feroli,Oct 17 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.5,2.6,2.4,2.3,2.3
