Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
"Perc Pineda, Ph.D.",Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.7,2.5,2.4,2.3
Michael R. Englund,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.6,3.0,2.8,2.6,2.4,2.3
Robert McNab,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,3.0,3.1,3.2,3.2,3.0,2.8,2.7,2.6
Ed Al-Hussainy,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.4,2.3,2.5,2.6,2.5,3.1,2.4,2.5,2.6,2.5
Steve Kihm,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.3,3.0,2.7,2.6,2.5
Philip Rothman,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.2,2.7,2.5,2.3,2.2
Jay Bryson,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.5,2.8,2.5,2.3,2.2
Shan Ahmed,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.6,2.8,2.5,2.4,2.3
Peter Bernstein,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.0,2.6,2.4,2.3,2.2
Jordan Vickers,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.5,2.3,3.5,2.6,2.4,2.3,2.3
Dan Roberts,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.4,2.7,2.5,2.4,2.3
Robert J. Barbera,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.4,2.6,2.4,2.4,2.3
Charles Steindel,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.8,2.7,3.5,2.8,2.6,2.5,2.5
Yaniv Konchitchki,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.6,2.5,3.5,2.7,2.5,2.4,2.3
Rajeev Dhawan,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.6,2.5,2.4,3.5,2.6,2.3,2.2,2.1
Michael Brown,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.5,2.9,2.7,2.5,2.4
Edward Sullivan,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.0,2.7,2.6,2.5,2.4
Doug Porter,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.1,2.6,2.5,2.4,2.4
Mark Zandi,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.6,2.7,2.5,2.4,2.3
Thomas Lam,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.2,2.9,2.7,2.5,2.4
William Adams,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.5,2.4,3.2,2.5,2.3,2.3,2.3
Alexander Spitz,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.2,3.0,2.8,3.6,3.1,2.8,2.5,2.3
Ralph M. Monaco,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.9,2.6,2.4,2.3,2.2,3.4,2.5,2.3,2.2,2.1
Daniil Manaenkov,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.8,2.7,3.4,2.8,2.6,2.5,2.4
Lu Yu,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.4,2.3,2.2,2.1
Grant Collins,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.3,3.2,3.4,3.2,3.3,3.1,3.0,2.9
James Glassman,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.7,2.6,2.5,2.4
Allen Sinai,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.5,3.5,2.8,2.6,2.4,2.3
"Christine Chmura, Ph.D.",Oct 10 2024,2024 Q4,CPI Inflation Rate,2.6,2.4,2.3,2.5,2.5,3.1,2.4,2.3,2.3,2.3
"Sean M. Snaith, Ph.D.",Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.5,3.5,2.9,2.6,2.4,2.3
Gabriel Ehrlich,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.6,2.5
Jason Prole,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.8,2.8,2.6,2.5,2.5
Brian Martin,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.8,2.9,2.6,2.5,2.4
Stephen Stanley,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.7,2.5,2.4,2.3
Lawrence Werther,Oct 10 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.2,2.4,2.3,2.2,2.1
Tani Fukui,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.6,3.5,2.8,2.5,2.4,2.3
Anthony Metz,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.8,2.6,2.5,2.4
Wayne Best,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.8,2.6,3.8,2.7,2.5,2.4,2.4
Susan M. Sterne,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.6,3.0,2.8,2.7,2.6
Jeffrey Baldwin,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.3,2.9,2.6,2.5,2.4
"Xiaobing Shuai, Ph.D.",Oct 10 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.6,2.5,3.0,2.4,2.3,2.2,2.1
Michael Feroli,Oct 10 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.2,2.6,2.4,2.3,2.2
