Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Peter Bernstein,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.6,2.5,3.7,2.7,2.5,2.4,2.4
Jordan Vickers,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.4,3.0,2.8,2.5,2.3
Dan Roberts,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.4,3.0,2.8,2.6,2.5
Robert J. Barbera,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.5,2.4,2.3,3.1,2.6,2.4,2.3,2.2
Charles Steindel,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.4,3.1,2.9,2.8,2.6,3.6,2.9,2.7,2.6,2.5
Yaniv Konchitchki,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.6,3.2,2.7,2.6,2.5,2.5
Rajeev Dhawan,Oct 23 2024,2024 Q4,CPI Inflation Rate,4.7,4.5,4.3,4.1,4.0,4.6,4.2,3.8,3.5,3.3
Michael Brown,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.7,2.5,2.4
Edward Sullivan,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.5,2.8,2.6,2.5,2.5
Doug Porter,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.5,2.7,2.6,2.5,2.4,3.2,2.6,2.5,2.4,2.3
Mark Zandi,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.8,2.5,2.3,2.2
Thomas Lam,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.5,2.5,3.5,2.8,2.6,2.4,2.4
William Adams,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.4,3.3,3.2,3.1,3.0,3.4,3.1,2.9,2.7,2.5
Alexander Spitz,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.1,2.6,2.4,2.3,2.2
Ralph M. Monaco,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.2,2.5,2.3,2.3,2.2
Daniil Manaenkov,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.2,2.6,2.4,2.3,2.3
Lu Yu,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.0,2.6,2.5,2.5,2.4
Grant Collins,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.4,3.1,2.8,2.7,2.5,3.6,2.9,2.4,2.3,2.2
James Glassman,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.6,3.4,3.2,3.1,3.0,3.5,3.3,3.0,2.8,2.7
Allen Sinai,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.4,2.5,2.7,3.2,2.6,2.4,2.3,2.3
"Christine Chmura, Ph.D.",Oct 23 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.6,2.5,3.0,2.7,2.5,2.3,2.2
"Sean M. Snaith, Ph.D.",Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.8,2.6,2.5,2.4
Gabriel Ehrlich,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.5,2.4,3.5,2.6,2.5,2.4,2.3
Jason Prole,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.5,2.7,2.5,2.3,2.2
Brian Martin,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.5,2.4,3.5,2.6,2.3,2.1,2.0
Stephen Stanley,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.5,3.0,2.8,2.7,2.6
Lawrence Werther,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.5,3.2,2.7,2.4,2.3,2.2
Tani Fukui,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.4,2.9,2.6,2.5,2.4
Anthony Metz,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.3,3.1,2.4,2.2,2.2,2.2
Wayne Best,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.7,2.6,3.3,2.8,2.6,2.5,2.4
Susan M. Sterne,Oct 23 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.9,2.6,2.5,3.1,2.6,2.4,2.3,2.3
Jeffrey Baldwin,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.8,3.6,3.5,3.4,3.2,4.1,3.5,3.3,3.2,3.0
"Xiaobing Shuai, Ph.D.",Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.5,2.8,2.6,2.5,2.4
Michael Feroli,Oct 23 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.5,2.7,2.5,2.4,2.3
