Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Grant Collins,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.5,2.7,2.5,2.4,2.3
James Glassman,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.6,3.0,2.8,2.6,2.5
Allen Sinai,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.3,2.5,2.7,2.4,2.2,3.1,2.4,2.3,2.2,2.1
"Christine Chmura, Ph.D.",Oct 19 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.2,3.1,3.0,3.6,3.2,3.0,2.8,2.7
"Sean M. Snaith, Ph.D.",Oct 19 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.4,3.3,3.2,3.8,3.4,3.1,3.0,2.9
Gabriel Ehrlich,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.2,2.7,2.5,2.3,2.2
Jason Prole,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.4,2.3,3.2,2.5,2.4,2.4,2.3
Brian Martin,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.7,2.6,3.2,2.8,2.6,2.4,2.3
Stephen Stanley,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.1,2.4,2.3,2.3,2.2
Lawrence Werther,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.1,2.9,2.8,4.0,3.0,2.7,2.5,2.4
Tani Fukui,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.4,2.5,2.6,2.5,2.4,2.6,2.5,2.5,2.4,2.3
Anthony Metz,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.5,2.4,2.3,3.6,2.5,2.3,2.2,2.1
Wayne Best,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.0,2.8,2.6,3.5,3.0,2.7,2.5,2.3
Susan M. Sterne,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.3,2.9,2.5,2.4,2.3
Jeffrey Baldwin,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.5,2.7,2.4,2.3,2.3
"Xiaobing Shuai, Ph.D.",Oct 19 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.1,2.9,2.8,3.6,3.0,2.7,2.5,2.4
Michael Feroli,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.8,3.5,3.2,3.0,2.8,4.1,3.3,2.9,2.7,2.5
