Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Gabriel Ehrlich,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.5,2.6,2.4,2.3,2.2,3.0,2.4,2.3,2.2,2.0
Jason Prole,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.4,2.5,2.6,2.3,2.2,3.1,2.4,2.3,2.2,2.1
Brian Martin,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.7,3.6,2.9,2.5,2.3,2.2
Stephen Stanley,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.4,3.2,2.6,2.4,2.3,2.2
Lawrence Werther,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.9,2.8,2.5,2.4,2.4
Tani Fukui,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.5,3.0,2.8,2.4,2.3,2.2
Anthony Metz,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.6,3.5,3.3,3.2,3.0,3.8,3.3,3.0,2.8,2.7
Wayne Best,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.7,2.5,2.6,3.4,2.6,2.4,2.4,2.3
Susan M. Sterne,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.4,3.3,3.2,3.8,3.4,3.2,3.0,2.9
Jeffrey Baldwin,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.6,2.5,2.5
"Xiaobing Shuai, Ph.D.",Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.8,3.6,2.9,2.7,2.6,2.5
Michael Feroli,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.5,2.4,3.1,2.6,2.4,2.3,2.2
