Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Michael R. Englund,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.1,2.5,2.4,2.3,2.2
Robert McNab,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.5,2.3,2.2,2.2
Ed Al-Hussainy,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.5,2.9,2.7,2.6,2.5
Steve Kihm,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.7,2.5,2.4
Philip Rothman,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.7,2.5,2.4,2.3
Jay Bryson,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.6,2.5,2.4
Shan Ahmed,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.0,2.6,2.4,2.3,2.3
Peter Bernstein,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.5,2.8,2.5,2.4,2.3
Jordan Vickers,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.2,3.0,2.9,3.5,3.1,2.8,2.5,2.3
Dan Roberts,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.6,2.4,3.1,2.5,2.4,2.3,2.2
Robert J. Barbera,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.4,2.4,3.8,2.5,2.3,2.2,2.2
Charles Steindel,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.8,2.5,2.3,2.4,2.6,3.1,2.5,2.3,2.4,2.5
Yaniv Konchitchki,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.7,2.5,2.4
Rajeev Dhawan,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.5,2.4,2.3,3.2,2.6,2.4,2.3,2.3
Michael Brown,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.7,2.6,3.1,2.7,2.6,2.4,2.3
Edward Sullivan,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.4,3.1,2.5,2.3,2.3,2.2
Doug Porter,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.9,3.0,2.8,2.6,2.5,3.1,2.7,2.4,2.3,2.3
Mark Zandi,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.9,2.7,2.5,2.4,2.3,3.1,2.6,2.3,2.2,2.2
Thomas Lam,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.4,2.3,2.2,2.1
William Adams,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.2,2.8,2.6,2.4,2.4
Alexander Spitz,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.1,2.6,2.5,2.4,2.3
Ralph M. Monaco,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.5,3.5,3.0,2.8,2.6,2.4
Daniil Manaenkov,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.1,2.3,2.4,2.5,2.3,3.8,2.4,2.5,2.4,2.3
Lu Yu,Oct 09 2024,2024 Q4,CPI Inflation Rate,4.2,3.9,3.5,3.3,3.1,4.1,3.4,3.2,3.0,2.8
Grant Collins,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.1,2.5,2.3,2.2,2.2
James Glassman,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.7,2.5,2.4
Allen Sinai,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.3,3.2,2.4,2.2,2.2,2.2
"Christine Chmura, Ph.D.",Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.8,2.6,2.4,2.3
"Sean M. Snaith, Ph.D.",Oct 09 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.0,2.6,2.4,2.3,2.3
Gabriel Ehrlich,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.6,2.7,2.4,2.3,2.2
Jason Prole,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.2,2.6,2.4,2.3,2.3
Brian Martin,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.6,2.5,2.4
Stephen Stanley,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.7,2.6,2.5,3.3,2.7,2.6,2.5,2.4
Lawrence Werther,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.5,3.5,2.6,2.4,2.3,2.2
Tani Fukui,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.5,2.9,2.6,2.5,2.5
Anthony Metz,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.4,3.6,2.9,2.5,2.3,2.2
Wayne Best,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.8,2.5,2.4,2.3
Susan M. Sterne,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.4,2.9,2.6,2.5,2.4
Jeffrey Baldwin,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.4,2.7,2.5,2.4,2.3
"Xiaobing Shuai, Ph.D.",Oct 09 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.4,2.7,2.5,2.3,2.2
Michael Feroli,Oct 09 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.3,3.1,2.4,2.3,2.3,2.2
