Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Michael Brown,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Edward Sullivan,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Doug Porter,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Mark Zandi,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Thomas Lam,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
William Adams,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Alexander Spitz,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Ralph M. Monaco,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Daniil Manaenkov,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Lu Yu,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Grant Collins,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
James Glassman,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Allen Sinai,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
"Christine Chmura, Ph.D.",Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
"Sean M. Snaith, Ph.D.",Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Gabriel Ehrlich,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Jason Prole,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.3,2.1
Brian Martin,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Stephen Stanley,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Lawrence Werther,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Tani Fukui,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Anthony Metz,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Wayne Best,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Susan M. Sterne,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Jeffrey Baldwin,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
"Xiaobing Shuai, Ph.D.",Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Michael Feroli,Oct 09 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
