Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Charles Steindel,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.8,2.5,2.4,2.3
Yaniv Konchitchki,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.6,3.4,2.8,2.5,2.4,2.3
Rajeev Dhawan,Oct 22 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.1,2.5,2.4,2.3,2.2
Michael Brown,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,2.9,2.7,2.6,2.5
Edward Sullivan,Oct 22 2024,2024 Q4,CPI Inflation Rate,4.5,3.8,3.5,3.2,3.0,4.0,3.4,3.1,2.8,2.6
Doug Porter,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.6,3.0,2.8,2.7,2.6
Mark Zandi,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.3,3.2,3.0,3.5,3.3,3.2,3.0,2.8
Thomas Lam,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.8,2.6,2.4,2.3
William Adams,Oct 22 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.2,2.4,2.3,2.2,2.2
Alexander Spitz,Oct 22 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.1,2.6,2.5,2.4,2.4
Ralph M. Monaco,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.1,3.0,2.9,3.6,3.0,2.8,2.7,2.7
Daniil Manaenkov,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,2.9,2.7,2.5,2.4
Lu Yu,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.7,2.6,2.5,3.2,2.6,2.4,2.3,2.2
Grant Collins,Oct 22 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.6,2.5,3.1,2.6,2.4,2.3,2.2
James Glassman,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.5,2.6,2.4,2.3,2.3
Allen Sinai,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.8,3.6,3.5,3.4,3.3,3.9,3.5,3.2,3.0,3.0
"Christine Chmura, Ph.D.",Oct 22 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.2,2.8,2.7,2.6,2.5
"Sean M. Snaith, Ph.D.",Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.8,2.7,2.5,3.5,2.8,2.6,2.5,2.4
Gabriel Ehrlich,Oct 22 2024,2024 Q4,CPI Inflation Rate,2.8,2.5,2.4,2.3,2.2,3.4,2.6,2.3,2.2,2.2
Jason Prole,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.5,2.4,3.1,2.6,2.4,2.3,2.3
Brian Martin,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.5,3.1,2.8,2.6,2.4
Stephen Stanley,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.1,2.8,2.6,2.4,2.2
Lawrence Werther,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.7,2.5,2.5
Tani Fukui,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.6,2.7,2.5,2.4,2.3
Anthony Metz,Oct 22 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.1,2.6,2.4,2.3,2.2
Wayne Best,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.5,3.3,3.2,3.0,2.8,3.6,3.1,2.9,2.7,2.5
Susan M. Sterne,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.3,2.7,2.5,2.5,2.4
Jeffrey Baldwin,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.8,2.5,2.4,2.3
"Xiaobing Shuai, Ph.D.",Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.8,2.5,2.3,2.2
Michael Feroli,Oct 22 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.4,3.0,2.6,2.4,2.2
