Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Grant Collins,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.5,2.4,3.0,2.4,2.3,2.2,2.2
James Glassman,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.8,2.5,2.4,2.3
Allen Sinai,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.7,2.5,2.5,3.2,2.6,2.4,2.3,2.3
"Christine Chmura, Ph.D.",Oct 18 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.8,2.7,2.6,3.5,2.9,2.5,2.4,2.3
"Sean M. Snaith, Ph.D.",Oct 18 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.2,2.5,2.4,2.3,2.3
Gabriel Ehrlich,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.7,2.5,2.4,2.4
Jason Prole,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.4,2.6,2.4,2.3,2.3
Brian Martin,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.5,2.6,2.4,2.3,2.2,3.0,2.4,2.3,2.2,2.1
Stephen Stanley,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.4,2.5,2.6,2.5,2.4,3.2,2.5,2.4,2.3,2.3
Lawrence Werther,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.2,2.9,2.7,2.5,2.5
Tani Fukui,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.7,3.8,2.9,2.6,2.5,2.5
Anthony Metz,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.4,2.3,2.2,2.1
Wayne Best,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.0,2.5,2.3,2.2,2.1
Susan M. Sterne,Oct 18 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.6,3.0,2.7,2.5,2.3
Jeffrey Baldwin,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.4,2.3,3.1,2.4,2.3,2.2,2.1
"Xiaobing Shuai, Ph.D.",Oct 18 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.4,3.0,2.6,2.5,2.4
Michael Feroli,Oct 18 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.3,3.1,2.5,2.3,2.2,2.2
